Address,Settlement
9. kerület Lónyay utca,9. kerület
14. kerület Nagy Lajos király útja,14. kerület
13. kerület Csángó utca 28.,13. kerület
11. kerület Schweidel utca,11. kerület
11. kerület Szentimreváros,11. kerület
6. kerület Andrássy út,6. kerület
2. kerület Baka utca,2. kerület
13. kerület Vizafogó,13. kerület
5. kerület Kálvin tér,5. kerület
11. kerület Csurgói út 26.,11. kerület
11. kerület Sasad Liget V. ütem,11. kerület
9. kerület Középső-Ferencváros – Malmok,9. kerület
9. kerület Allure Residence Budapest,9. kerület
9. kerület Erkel Residences,9. kerület
9. kerület Ha11er,9. kerület
11. kerület Ménesi út,11. kerület
11. kerület Karcag utca,11. kerület
8. kerület Práter Park,8. kerület
5. kerület Aulich utca 4-6,5. kerület
6. kerület Aradi utca,6. kerület
7. kerület Külső-Erzsébetváros – Ligetváros,7. kerület
13. kerület Újpesti rakpart,13. kerület
14. kerület Nagyzugló,14. kerület
14. kerület Flóra Lakópark,14. kerület
11. kerület Ballagi Mór utca,11. kerület
13. kerület Angyalföld – Lőportárdűlő,13. kerület
6. kerület Külső-Terézváros,6. kerület
14. kerület Dorozsmai utca,14. kerület
12. kerület Németvölgy,12. kerület
7. kerület Erzsébet körút,7. kerület
8. kerület Baross utca,8. kerület
14. kerület Bánki Donát utca,14. kerület
11. kerület Vásárfia utca 4.,11. kerület
5. kerület Garibaldi utca 4.,5. kerület
14. kerület Angol utca 89.,14. kerület
13. kerület Népfürdő utca,13. kerület
2. kerület Máriaremetei út 194.,2. kerület
13. kerület Pannónia utca,13. kerület
11. kerület Somlói út,11. kerület
11. kerület Törökbálinti út,11. kerület
13. kerület Fáy köz,13. kerület
2. kerület Lövőház utca 16/b,2. kerület
6. kerület Csengery utca 49.,6. kerület
1. kerület Pauler utca 2.,1. kerület
16. kerület Koronafürt utca,16. kerület
13. kerület Újlipótváros,13. kerület
13. kerület Dunyov István utca,13. kerület
10. kerület Kőbánya – Óhegy,10. kerület
9. kerület Amphora Ház,9. kerület
11. kerület Rodostó utca,11. kerület
1. kerület Attila út,1. kerület
13. kerület Palóc utca,13. kerület
14. kerület Törökőr,14. kerület
14. kerület Kassai utca,14. kerület
2. kerület Kuruclesi út,2. kerület
8. kerület Népszínház utca,8. kerület
14. kerület Bíbor utca,14. kerület
10. kerület Hungária körút 5-7,10. kerület
14. kerület Öv utca 193-195,14. kerület
2. kerület Margit körút 62.,2. kerület
1. kerület Ág utca,1. kerület
21. kerület Dunadűlő út,21. kerület
15. kerület Ozmán utca,15. kerület
14. kerület Limanova tér,14. kerület
13. kerület Bodor utca,13. kerület
8. kerület Harminckettesek tere,8. kerület
14. kerület Varsó utca 28.,14. kerület
9. kerület Soroksári út,9. kerület
16. kerület Cziráki utca 6.,16. kerület
3. kerület Amfiteátrum utca 23.,3. kerület
13. kerület Hegedűs Gyula utca,13. kerület
4. kerület Csíksomlyó utca,4. kerület
8. kerület Bauer Sándor utca,8. kerület
8. kerület Rákóczi út,8. kerület
13. kerület Lehel utca 19/A,13. kerület
9. kerület Bakáts utca 8.,9. kerület
8. kerület Baross utca 105.,8. kerület
13. kerület Hegedűs Gyula utca 6.,13. kerület
6. kerület Rippl-Rónai utca,6. kerület
14. kerület Szentmihályi út,14. kerület
13. kerület Zsinór utca 21.,13. kerület
13. kerület Kassák Lajos utca 72.,13. kerület
Gyömrő Kastélydomb,Gyömrő
3. kerület Mátyáshegy,3. kerület
13. kerület Hegedűs Gyula utca 8.,13. kerület
5. kerület Belgrád rakpart 18.,5. kerület
13. kerület Lehel utca 76.,13. kerület
5. kerület Falk Miksa utca,5. kerület
14. kerület Fűrész utca 88.,14. kerület
14. kerület Kerékgyártó utca,14. kerület
6. kerület Kmety György utca,6. kerület
2. kerület Kurucles,2. kerület
2. kerület Víziváros,2. kerület
13. kerület Csata utca 24.,13. kerület
7. kerület Porta Nova,7. kerület
3. kerület Kolosy tér,3. kerület
14. kerület Wesselton Rooftop Project,14. kerület
11. kerület Madárhegy,11. kerület
14. kerület Szugló utca 123.,14. kerület
14. kerület Komócsy utca 7.,14. kerület
3. kerület Jutas utca,3. kerület
2. kerület Szász Károly utca,2. kerület
3. kerület Erdőalja út,3. kerület
3. kerület Virág Benedek utca,3. kerület
7. kerület Wesselényi utca,7. kerület
9. kerület Pápay Park,9. kerület
3. kerület Testvérhegy Lakókert II.ütem,3. kerület
2. kerület Zöldmál,2. kerület
12. kerület Melinda út 30-32.,12. kerület
5. kerület Apáczai Csere János utca 1.,5. kerület
13. kerület Fiastyúk utca 23-25,13. kerület
5. kerület Belgrád rakpart 10.,5. kerület
11. kerület Hosszúréti utca,11. kerület
5. kerület Belgrád rakpart,5. kerület
5. kerület Kálmán Imre utca,5. kerület
11. kerület Beregszász út,11. kerület
2. kerület Frankel Leó út,2. kerület
2. kerület Hímes utca 14.,2. kerület
6. kerület Rózsa utca 90.,6. kerület
2. kerület Herman Ottó út 49.,2. kerület
6. kerület Teréz körút 47.,6. kerület
7. kerület Dembinszky utca 9.,7. kerület
9. kerület Ráday utca 30.,9. kerület
5. kerület Alkotmány utca,5. kerület
8. kerület Orczy út,8. kerület
10. kerület Gyakorló utca 32.,10. kerület
8. kerület Salétrom utca,8. kerület
Keszthely Royal Homes Lakópark Keszthely,Keszthely
13. kerület Váci út 114.,13. kerület
2. kerület Pusztaszeri út 6/B,2. kerület
12. kerület Széll Kálmán tér,12. kerület
12. kerület Mese utca,12. kerület
6. kerület Zichy Jenő utca,6. kerület
2. kerület Bem rakpart 38.,2. kerület
11. kerület Etele út,11. kerület
1. kerület Attila út 41.,1. kerület
11. kerület Kondorosi út,11. kerület
1. kerület Mészáros utca,1. kerület
8. kerület Nap utca,8. kerület
12. kerület Csaba utca,12. kerület
7. kerület Nefelejcs utca 4. fszt 1.,7. kerület
13. kerület Váci út 78.,13. kerület
13. kerület Kis Gömb utca 6.,13. kerület
2. kerület Völgy utca,2. kerület
8. kerület Dobozi utca 49-53,8. kerület
Budakeszi Honvéd utca,Budakeszi
1. kerület Fő utca,1. kerület
9. kerület Vaskapu utca 6.,9. kerület
14. kerület Ráskay Lea utca,14. kerület
12. kerület Németvölgyi út,12. kerület
10. kerület Ihász köz 2.,10. kerület
14. kerület Telepes utca 118.,14. kerület
13. kerület Fiastyúk utca 20.,13. kerület
2. kerület Tizedes utca,2. kerület
14. kerület Nagy Lajos király útja 41.,14. kerület
13. kerület Váci út,13. kerület
13. kerület Cserhalom utca,13. kerület
10. kerület Gépmadár utca 7.,10. kerület
11. kerület Fehérvári út 30.,11. kerület
17. kerület Akácvirág utca,17. kerület
13. kerület Fiastyúk utca,13. kerület
14. kerület Bácskai utca,14. kerület
11. kerület Bertalan Lajos utca,11. kerület
3. kerület Szőlő utca,3. kerület
4. kerület Liszt Ferenc utca 8.,4. kerület
20. kerület Pázsitos sétány,20. kerület
10. kerület Liget utca,10. kerület
2. kerület Endrődi Sándor utca,2. kerület
4. kerület Attila utca 5.,4. kerület
6. kerület Bajza utca 70.,6. kerület
12. kerület Maros utca 27.,12. kerület
13. kerület Gömb utca,13. kerület
13. kerület Tahi utca,13. kerület
Szigetszentmiklós Szent Miklós útja 16.,Szigetszentmiklós
3. kerület Szindbád utca 3.,3. kerület
14. kerület Ilka utca 34.,14. kerület
12. kerület Orbánhegyi út,12. kerület
2. kerület Boróka utca,2. kerület
15. kerület Szilas park 18.,15. kerület
13. kerület Gidófalvy Lajos utca,13. kerület
9. kerület Mester utca 57.,9. kerület
11. kerület Thallóczy Lajos utca,11. kerület
11. kerület Sasad Liget VI. ütem,11. kerület
Balatonfüred Germering 7 Társasház,Balatonfüred
18. kerület Bethlen utca,18. kerület
3. kerület Flóra utca 6.,3. kerület
2. kerület Tárogató lejtő 7.,2. kerület
3. kerület Rozgonyi Piroska utca,3. kerület
20. kerület Szent Imre herceg utca,20. kerület
Várpalota Készenléti lakótelep,Várpalota
13. kerület Dévai utca,13. kerület
Balatonfüred Balatonarács,Balatonfüred
1. kerület Várfok utca,1. kerület
7. kerület Nagy Diófa utca,7. kerület
Debrecen Bartók Béla út 56.,Debrecen
8. kerület Víg utca,8. kerület
Dunaújváros Palme köz,Dunaújváros
13. kerület Föveny utca,13. kerület
14. kerület Pétervárad utca,14. kerület
11. kerület Nándorfejérvári út,11. kerület
7. kerület Marek József utca,7. kerület
Debrecen Mikszáth Kálmán utca,Debrecen
6. kerület Király utca,6. kerület
10. kerület Gém utca,10. kerület
Balatonfüred Köztársaság utca 19.,Balatonfüred
Székesfehérvár Budai út,Székesfehérvár
14. kerület Gervay utca,14. kerület
Pécs Mecsekoldal,Pécs
Siófok Deák Ferenc sétány 2.,Siófok
Hévíz Rákóczi utca,Hévíz
Győr Szirom utca 14.,Győr
13. kerület Népfürdő utca 3.,13. kerület
Miskolc Zsolcai kapu 17/A,Miskolc
Pákozd Kalász utca 15-17,Pákozd
Eger Telekessy István utca,Eger
Balatonfüred Jókai Mór utca 6.,Balatonfüred
Zalaegerszeg Cinke utca,Zalaegerszeg
Debrecen Kossuth utca 29.,Debrecen
Kecskemét Pákozdi csata utca 19.,Kecskemét
Szeged Tó utca,Szeged
Zamárdi Tulipán utca,Zamárdi
11. kerület Ibrahim utca,11. kerület
9. kerület Haller utca,9. kerület
14. kerület Nagybecskerek utca,14. kerület
7. kerület Középső-Erzsébetváros,7. kerület
12. kerület Nagyenyed utca,12. kerület
Siófok Beszédes József sétány,Siófok
13. kerület Petneházy utca 66/c,13. kerület
10. kerület Fogadó utca 1/B,10. kerület
9. kerület Tompa utca,9. kerület
11. kerület Ulászló utca,11. kerület
6. kerület Oktogon,6. kerület
9. kerület Ráday utca 31.,9. kerület
13. kerület Vág utca,13. kerület
13. kerület Garam utca,13. kerület
13. kerület Kádár utca,13. kerület
2. kerület Pálvölgy – Látóhegy,2. kerület
6. kerület Nagymező utca,6. kerület
7. kerület Nyár utca,7. kerület
5. kerület Váci utca,5. kerület
7. kerület Damjanich utca,7. kerület
8. kerület Kálvária utca,8. kerület
7. kerület Munkás utca,7. kerület
6. kerület Király utca 18.,6. kerület
13. kerület Nyugati tér,13. kerület
14. kerület Öv utca,14. kerület
2. kerület Margit körút,2. kerület
5. kerület Havas utca,5. kerület
13. kerület Angyalföld – Országbíró utcai lakótelep,13. kerület
6. kerület Bajza utca,6. kerület
11. kerület Baranyai utca,11. kerület
11. kerület Kruspér utca,11. kerület
7. kerület Péterfy Sándor utca,7. kerület
7. kerület Holló utca,7. kerület
11. kerület Bartók Béla út 96.,11. kerület
11. kerület Badacsonyi utca,11. kerület
13. kerület Ipoly utca,13. kerület
11. kerület Sopron út,11. kerület
8. kerület Bauer Residence,8. kerület
13. kerület Gyöngyösi utca,13. kerület
12. kerület Margaréta utca,12. kerület
4. kerület Pozsonyi utca,4. kerület
9. kerület Lenhossék utca 13.,9. kerület
11. kerület Budafoki út,11. kerület
9. kerület Tompa utca 15.,9. kerület
6. kerület Szondi utca,6. kerület
4. kerület Újpest-Központ,4. kerület
7. kerület Kertész utca,7. kerület
8. kerület Kiss József utca,8. kerület
5. kerület Semmelweis utca,5. kerület
14. kerület Bánki Donát park,14. kerület
13. kerület Danubius utca,13. kerület
7. kerület Király utca,7. kerület
7. kerület Wesselényi utca 71.,7. kerület
11. kerület Kelenvölgy,11. kerület
9. kerület Középső-Ferencváros – Rehabilitációs terület,9. kerület
7. kerület Dohány utca 57.,7. kerület
Békéscsaba Széchenyi utca 5.,Békéscsaba
8. kerület Józsefváros – Orczynegyed,8. kerület
Szeged Budapesti körút,Szeged
9. kerület Telepy utca,9. kerület
12. kerület Hajnóczy József utca,12. kerület
7. kerület Jobbágy utca,7. kerület
Balatonfüred Veszprém megye,Balatonfüred
3. kerület Fagyöngy Lakópark,3. kerület
8. kerület Blaha Lujza tér,8. kerület
3. kerület Csillaghegy Residence,3. kerület
11. kerület Pecz Samu utca,11. kerület
14. kerület Szugló utca 66.,14. kerület
Balatonfüred Aranyhíd sétány,Balatonfüred
14. kerület Korong utca,14. kerület
7. kerület István utca,7. kerület
2. kerület Fekete Sas utca,2. kerület
13. kerület Lőportár utca 9.,13. kerület
3. kerület Harsánylejtő Lakópark,3. kerület
2. kerület Széna tér,2. kerület
Balatonfüred Carina Residence,Balatonfüred
3. kerület Óbuda – Filatorigát,3. kerület
3. kerület Óbuda-Óváros,3. kerület
1. kerület Gellért-hegy Residence,1. kerület
12. kerület Széchenyihegy,12. kerület
14. kerület B8 Projekt,14. kerület
13. kerület Fáy utca,13. kerület
10. kerület Fogadó utca 1/b,10. kerület
7. kerület Belső-Erzsébetváros,7. kerület
11. kerület Bornemissza utca,11. kerület
3. kerület Hímző utca,3. kerület
13. kerület Mohács utca,13. kerület
8. kerület Pál utca,8. kerület
11. kerület Kelenföld,11. kerület
14. kerület Komócsy utca,14. kerület
4. kerület Árpád út,4. kerület
5. kerület Petőfi Sándor utca 10.,5. kerület
13. kerület Berettyó utca 2-8.,13. kerület
4. kerület Attila utca 14.,4. kerület
7. kerület Hernád utca,7. kerület
13. kerület Frangepán utca,13. kerület
10. kerület Fogadó utca 1/C,10. kerület
12. kerület Istenhegyi út 101/B,12. kerület
11. kerület Szerémi sor,11. kerület
14. kerület K62 Residence Zugló,14. kerület
14. kerület Sárköz utca,14. kerület
4. kerület Nyár utca,4. kerület
6. kerület Benczur utca 11,6. kerület
6. kerület Rózsa utca 71.,6. kerület
Alsóörs Pelso Bay,Alsóörs
8. kerület LEO 50,8. kerület
11. kerület Budafoki út 41.,11. kerület
14. kerület Angol utca,14. kerület
13. kerület Visegrádi utca 48.,13. kerület
14. kerület Ungvár utca,14. kerület
7. kerület Klauzál tér,7. kerület
8. kerület Üllői út,8. kerület
9. kerület Balázs Béla utca 15.,9. kerület
14. kerület Nezsider park,14. kerület
7. kerület Külső-Erzsébetváros,7. kerület
13. kerület Párkány utca,13. kerület
9. kerület Angyal utca,9. kerület
4. kerület Károlyi István utca,4. kerület
15. kerület Újpalota,15. kerület
14. kerület Csáktornya utca,14. kerület
11. kerület Temesvár utca,11. kerület
4. kerület Káposztásmegyer II. lakótelep,4. kerület
13. kerület Csata utca 23.,13. kerület
6. kerület Benczúr utca 5.,6. kerület
7. kerület Murányi utca,7. kerület
14. kerület Róna utca,14. kerület
5. kerület Ferenciek tere,5. kerület
2. kerület Orsó utca,2. kerület
9. kerület Máriássy utca 6/a,9. kerület
4. kerület Attila utca 14-18.,4. kerület
13. kerület Dráva utca,13. kerület
12. kerület Ráth György utca,12. kerület
4. kerület Attila utca 14-18,4. kerület
6. kerület Hajós utca 13-15,6. kerület
12. kerület Szilágyi Erzsébet fasor,12. kerület
13. kerület Petneház Társasház,13. kerület
12. kerület Thomán István utca,12. kerület
13. kerület Viza utca,13. kerület
14. kerület Kassa köz,14. kerület
14. kerület Alsórákos – Kacsóh Pongrác úti lakótelep,14. kerület
2. kerület Hankóczy Jenő utca,2. kerület
2. kerület Kandó Kálmán utca,2. kerület
12. kerület Királyhágó tér,12. kerület
2. kerület Szilágyi Erzsébet fasor,2. kerület
2. kerület Fazekas utca,2. kerület
6. kerület Paulay Ede utca,6. kerület
6. kerület Lázár utca,6. kerület
7. kerület Rákóczi út,7. kerület
7. kerület Almássy tér,7. kerület
11. kerület Lágymányos – Műegyetem környéke,11. kerület
2. kerület Táltos utca,2. kerület
8. kerület Krúdy utca,8. kerület
3. kerület Domoszló útja 3.,3. kerület
4. kerület Újpesti lakótelep,4. kerület
6. kerület Székely Mihály utca,6. kerület
12. kerület Virányos,12. kerület
11. kerület Maléter Pál utca,11. kerület
3. kerület Körtvélyes utca,3. kerület
14. kerület Tengerszem köz,14. kerület
12. kerület Kissvábhegy,12. kerület
12. kerület Kakukk út,12. kerület
14. kerület Tallér utca,14. kerület
12. kerület Eötvös út,12. kerület
12. kerület Schwartzer Ferenc utca,12. kerület
Vácrátót Táncsics utca 381.,Vácrátót
10. kerület Liget tér 2.,10. kerület
13. kerület Szent László út,13. kerület
6. kerület Teréz körút,6. kerület
2. kerület Fényes Elek utca,2. kerület
2. kerület Zöldlomb utca,2. kerület
5. kerület Stollár Béla utca 3.,5. kerület
4. kerület Závodszky Zoltán utca,4. kerület
2. kerület Tölgyfa utca 18.,2. kerület
2. kerület Vérhalom utca,2. kerület
10. kerület Gyakorló utca 38.,10. kerület
12. kerület Kiss Áron utca 10.,12. kerület
2. kerület Zuhatag sor,2. kerület
14. kerület Thököly út,14. kerület
6. kerület Németh László utca,6. kerület
Szentendre Radnóti Miklós utca,Szentendre
8. kerület Tömő utca 20.,8. kerület
3. kerület Vörösvári út 97.,3. kerület
12. kerület Maros utca,12. kerület
14. kerület Gyarmat utca 47.,14. kerület
5. kerület Régi posta utca 15.,5. kerület
8. kerület Horváth Mihály tér,8. kerület
3. kerület Mátyáshegyi út,3. kerület
1. kerület Krisztina körút 71.,1. kerület
8. kerület Corvin Sarok Residence,8. kerület
3. kerület Nánási út 5.,3. kerület
11. kerület Pajkos utca,11. kerület
10. kerület Kőrösi Csoma Sándor út,10. kerület
9. kerület Mester utca,9. kerület
7. kerület Klauzál utca,7. kerület
14. kerület Padlizsán utca,14. kerület
3. kerület Rómaifürdő – Rómaipart,3. kerület
11. kerület Szüret utca,11. kerület
8. kerület Józsefváros – Palotanegyed,8. kerület
8. kerület József körút,8. kerület
6. kerület Csengery utca,6. kerület
11. kerület Hermánd utca,11. kerület
13. kerület Dolmány utca,13. kerület
13. kerület Berettyó utca 2-8,13. kerület
14. kerület Táborhely utca 12.,14. kerület
5. kerület Lipótváros,5. kerület
11. kerület Bocskai út,11. kerület
5. kerület Balassi Bálint utca,5. kerület
7. kerület Asbóth utca,7. kerület
3. kerület Ürömhegy,3. kerület
6. kerület Benczúr utca,6. kerület
4. kerület Ezred utca,4. kerület
13. kerület Forgách köz,13. kerület
13. kerület Kartács utca,13. kerület
15. kerület nincs megadva,15. kerület
11. kerület Előpatak utca,11. kerület
14. kerület Istvánmező,14. kerület
13. kerület Pacific Park,13. kerület
3. kerület Hadrianus utca,3. kerület
11. kerület Ramocsa utca,11. kerület
10. kerület Fogadó utca 1/c,10. kerület
7. kerület Garay tér,7. kerület
4. kerület Újpest,4. kerület
11. kerület Kelenhegyi út,11. kerület
9. kerület Balázs Béla utca,9. kerület
9. kerület Nádasdy utca,9. kerület
5. kerület Molnár utca,5. kerület
11. kerület Tétényi út,11. kerület
5. kerület Bajcsy-Zsilinszky út,5. kerület
14. kerület Hungária körút,14. kerület
13. kerület Mór utca,13. kerület
5. kerület Egyetem tér,5. kerület
9. kerület Hőgyes Endre utca 3.,9. kerület
2. kerület Pálvölgy,2. kerület
4. kerület Erzsébet utca,4. kerület
7. kerület Rózsa utca,7. kerület
9. kerület Telepy utca 2b,9. kerület
7. kerület Akácfa utca 25.,7. kerület
7. kerület Hársfa utca,7. kerület
6. kerület Ó utca,6. kerület
3. kerület San Marco utca 33.,3. kerület
14. kerület Telepes utca 76.,14. kerület
4. kerület Perényi Zsigmond utca 53.,4. kerület
10. kerület Somfa Liget VI. ütem,10. kerület
13. kerület Teve utca 23.,13. kerület
12. kerület Németvölgyi Residence,12. kerület
4. kerület Újpesti Baross ház,4. kerület
17. kerület Kaszáló utca,17. kerület
3. kerület Szindbád utca,3. kerület
18. kerület Királyhágó utca,18. kerület
11. kerület Őrmezői lakótelep,11. kerület
7. kerület Akácfa utca,7. kerület
2. kerület Ruthén út,2. kerület
14. kerület Rákosfalva park,14. kerület
9. kerület Üllői út 101.,9. kerület
7. kerület Wesselényi utca 49.,7. kerület
7. kerület Jósika utca 26.,7. kerület
11. kerület Gyékényes utca,11. kerület
12. kerület Krisztinaváros,12. kerület
11. kerület Iglói utca,11. kerület
11. kerület Menyecske utca,11. kerület
2. kerület Hárshegy,2. kerület
21. kerület Katona József utca,21. kerület
8. kerület Reviczky utca,8. kerület
2. kerület Bimbó út 3.,2. kerület
14. kerület Szőnyi út,14. kerület
11. kerület Budafoki út 20.,11. kerület
7. kerület Jósika utca,7. kerület
2. kerület Budakeszi út,2. kerület
11. kerület Fehérvári út,11. kerület
6. kerület Izabella utca,6. kerület
2. kerület Erőd utca,2. kerület
11. kerület Gellérthegy,11. kerület
9. kerület Tinódi utca,9. kerület
Balatonfüred Arácsi út,Balatonfüred
7. kerület Dembinszky utca,7. kerület
Zalakaros Fenyőfa köz 4.,Zalakaros
Győrújfalu Tóparti Társasház,Győr
Debrecen Ótemető utca,Debrecen
11. kerület Somogyi út,11. kerület
11. kerület Csíkihegyek utca,11. kerület
Zalakaros Fenyőfa köz,Zalakaros
Balatonfüred Vak Bottyán utca 8.,Balatonfüred
2. kerület Kis Rókus utca,2. kerület
Debrecen Trombitás utca,Debrecen
Debrecen Csap utca 13.,Debrecen
Kecskemét Bánk bán utca 6.,Kecskemét
Kaposvár Bajcsy-Zsilinszky utca,Kaposvár
Debrecen Széchenyi utca,Debrecen
Győr Batthyány tér,Győr
Pécs Kis Flórián utca,Pécs
Debrecen Kar utca 40.,Debrecen
Siófok Szent László utca 185.,Siófok
Keszthely Kossuth Lajos utca,Keszthely
Győr Galgóczi Erzsébet utca 20-22,Győr
Szeged Damjanich utca,Szeged
Győr Szabadi utca,Győr
Velence Béke utca 3012,Velence
Veszprém Kossuth Lajos utca 1.,Veszprém
Balatonfüred Tamási Áron utca,Balatonfüred
Pécs Munkácsy Mihály utca,Pécs
Balassagyarmat Kossuth Lajos utca 4-6,Balassagyarmat
Pécs Dobogó dűlő,Pécs
Szekszárd Dienes Valéria utca 4.,Szekszárd
Komló Arany János utca,Komló
Gyöngyös Csalogány utca,Gyöngyös
Nagykanizsa Kinizsi utca 3.,Nagykanizsa
Abaújszántó Béke út 14.,Abaújszántó
4. kerület Bárdos Artúr utca,4. kerület
11. kerület Sashegy,11. kerület
12. kerület Márvány utca,12. kerület
Balatonfüred Barlang utca 1.,Balatonfüred
11. kerület Csurgói út,11. kerület
5. kerület Belgrád rakpart 27.,5. kerület
6. kerület Király utca 86.,6. kerület
13. kerület Dunyov István utca 6.,13. kerület
2. kerület Törökvész,2. kerület
2. kerület Vérhalom,2. kerület
2. kerület Eszter utca,2. kerület
3. kerület Jós utca,3. kerület
14. kerület Gyarmat utca,14. kerület
12. kerület Győri út,12. kerület
Dunakeszi Pest megye,Dunakeszi
Dunakeszi Malomárok lakópark,Dunakeszi
9. kerület Liliom utca,9. kerület
7. kerület Csányi utca,7. kerület
14. kerület Kerepesi út,14. kerület
5. kerület Vörösmarty tér 3.,5. kerület
2. kerület Újlak,2. kerület
7. kerület Péterfy Sándor utca 29.,7. kerület
12. kerület Zugliget,12. kerület
2. kerület Völgy utca 10.,2. kerület
2. kerület Rézmál,2. kerület
Siófok Panoráma Part - Siófok,Siófok
7. kerület IN Budapest,7. kerület
11. kerület Rétkerülő út,11. kerület
4. kerület Galopp utca,4. kerület
3. kerület Kanász utca,3. kerület
2. kerület Szeréna út,2. kerület
13. kerület Révész utca 23.,13. kerület
14. kerület Gizella út 20.,14. kerület
14. kerület Komócsy utca 38.,14. kerület
8. kerület Kőris utca,8. kerület
4. kerület Szigeti József utca,4. kerület
8. kerület Sárkány utca,8. kerület
12. kerület Fodor utca,12. kerület
15. kerület Lóvasút köz,15. kerület
2. kerület Szerb Antal utca,2. kerület
15. kerület Páskom park,15. kerület
13. kerület Angyalföld – Béke–Tatai utcai lakótelep,13. kerület
12. kerület Orbánhegy,12. kerület
12. kerület Greguss utca,12. kerület
18. kerület Krepuska Géza-telep,18. kerület
18. kerület Csörgőfa utca,18. kerület
7. kerület Nefelejcs utca,7. kerület
9. kerület Thaly Kálmán utca 41.,9. kerület
3. kerület Szőlő utca 24.,3. kerület
18. kerület Fenyőfa utca,18. kerület
9. kerület Mester utca 83.,9. kerület
4. kerület Szíjgyártó utca,4. kerület
13. kerület Vizafogó lakótelep,13. kerület
4. kerület Berda József utca,4. kerület
7. kerület Dob utca,7. kerület
2. kerület Zöldmáli lejtő,2. kerület
11. kerület Kőérberek – Tóváros,11. kerület
12. kerület Istenhegy,12. kerület
2. kerület Lövőház utca,2. kerület
9. kerület Kinizsi utca,9. kerület
11. kerület Zólyomi út,11. kerület
9. kerület Közraktár utca,9. kerület
7. kerület Bethlen Gábor utca,7. kerület
12. kerület Istenhegyi út 101/A,12. kerület
8. kerület Józsefváros – Magdolnanegyed,8. kerület
2. kerület Árpád fejedelem útja,2. kerület
2. kerület Rózsadomb,2. kerület
5. kerület Veres Pálné utca,5. kerület
14. kerület Róna park,14. kerület
1. kerület Krisztinaváros,1. kerület
12. kerület Krisztinaváros – Városmajor,12. kerület
2. kerület II/A kerület – Pesthidegkút-Ófalu,2. kerület
9. kerület Máriássy utca,9. kerület
14. kerület Bíbor utca 5.,14. kerület
4. kerület Mildenberger utca 19.,4. kerület
7. kerület Síp utca,7. kerület
18. kerület Reviczky Gyula utca,18. kerület
9. kerület Nagyvárad tér,9. kerület
10. kerület Fogadó utca 1/b.,10. kerület
5. kerület Fejér György utca,5. kerület
4. kerület Attila utca,4. kerület
11. kerület Bercsényi utca 14.,11. kerület
8. kerület Mária utca,8. kerület
13. kerület Futár utca,13. kerület
2. kerület Bem rakpart,2. kerület
Siófok Aranypart,Siófok
7. kerület Baross tér,7. kerület
6. kerület Szinyei Merse Pál utca,6. kerület
9. kerület Üllői út,9. kerület
